HomePlanet,CryoSleep,Destination,Age,VIP,CabinDeck,CabinNumber,CabinSide,TotalSpent
Earth,False,55 Cancri e,18.0,False,F,1605,P,658.0
Europa,True,55 Cancri e,49.0,False,E,500,P,0.0
Earth,False,TRAPPIST-1e,64.0,False,G,1240,P,907.0
Mars,True,TRAPPIST-1e,26.0,False,E,506,S,0.0
Earth,False,55 Cancri e,53.0,False,F,1606,P,800.0
Mars,False,TRAPPIST-1e,27.0,False,D,242,P,2709.0
Europa,True,TRAPPIST-1e,27.0,False,B,254,P,0.0
Mars,False,TRAPPIST-1e,25.0,False,F,1472,S,704.0
Earth,False,55 Cancri e,33.0,False,E,507,S,660.0
Europa,False,TRAPPIST-1e,27.0,False,C,289,S,7670.0
Europa,True,55 Cancri e,20.0,False,C,251,P,0.0
Europa,True,55 Cancri e,39.0,False,B,255,P,0.0
Mars,False,TRAPPIST-1e,27.0,False,E,502,P,2114.0
Mars,True,TRAPPIST-1e,19.0,False,F,1476,S,0.0
Earth,False,TRAPPIST-1e,22.0,False,F,1609,P,608.0
Earth,False,TRAPPIST-1e,3.0,False,G,1252,S,0.0
Earth,False,TRAPPIST-1e,24.0,False,E,508,S,787.0
Mars,True,TRAPPIST-1e,41.0,False,F,1477,S,0.0
Mars,True,TRAPPIST-1e,18.0,False,F,1477,S,0.0
Earth,False,TRAPPIST-1e,63.0,False,G,1244,P,1020.0
Europa,False,TRAPPIST-1e,19.0,False,B,298,S,6307.0
Europa,True,TRAPPIST-1e,39.0,False,B,298,S,0.0
Europa,False,TRAPPIST-1e,44.0,False,A,94,S,1812.0
Europa,False,TRAPPIST-1e,39.0,True,A,94,S,2487.0
Mars,True,55 Cancri e,29.0,False,D,244,P,0.0
Mars,False,TRAPPIST-1e,37.0,False,D,244,P,2384.0
Europa,True,55 Cancri e,41.0,False,C,252,P,0.0
Earth,False,PSO J318.5-22,18.0,False,F,1480,S,747.0
Europa,False,55 Cancri e,55.0,False,B,299,S,4586.0
Earth,True,TRAPPIST-1e,21.0,False,E,503,P,0.0
Europa,True,TRAPPIST-1e,28.0,False,B,300,S,0.0
Europa,False,TRAPPIST-1e,43.0,False,B,300,S,9973.0
Earth,False,PSO J318.5-22,32.0,False,G,1253,S,707.0
Earth,False,TRAPPIST-1e,23.0,False,F,1612,P,791.0
Earth,True,55 Cancri e,5.0,False,G,1246,P,0.0
Earth,False,TRAPPIST-1e,24.0,False,F,1613,P,1584.0
Earth,True,PSO J318.5-22,22.0,False,G,1257,S,0.0
Earth,False,TRAPPIST-1e,14.0,False,F,1484,S,634.0
Earth,False,TRAPPIST-1e,20.0,False,E,504,P,791.0
Earth,False,TRAPPIST-1e,17.0,False,G,1258,S,1008.0
Earth,False,55 Cancri e,20.0,False,F,1485,S,1235.0
Earth,True,TRAPPIST-1e,15.0,False,G,1248,P,0.0
Mars,False,55 Cancri e,67.0,False,D,245,P,1719.0
Europa,False,55 Cancri e,28.0,False,C,253,P,6527.0
Earth,True,PSO J318.5-22,21.0,False,G,1249,P,0.0
Mars,False,TRAPPIST-1e,34.0,False,F,1486,S,1578.0
Mars,True,TRAPPIST-1e,17.0,False,E,510,S,0.0
Earth,False,55 Cancri e,33.0,False,F,1614,P,677.0
Europa,False,55 Cancri e,33.0,False,C,291,S,17662.0
Europa,False,TRAPPIST-1e,28.0,False,C,291,S,5931.0
Mars,True,TRAPPIST-1e,18.0,False,F,1487,S,0.0
Mars,True,TRAPPIST-1e,28.0,False,F,1615,P,0.0
Earth,False,TRAPPIST-1e,13.0,False,G,1261,S,845.0
Earth,False,TRAPPIST-1e,38.0,False,F,1616,P,3417.0
Earth,False,PSO J318.5-22,43.0,False,F,1488,S,648.0
Mars,False,55 Cancri e,45.0,False,F,1490,S,1140.0
Mars,True,TRAPPIST-1e,25.0,False,F,1490,S,0.0
Earth,False,55 Cancri e,64.0,False,F,1491,S,702.0
Earth,False,TRAPPIST-1e,44.0,False,E,506,P,792.0
Mars,False,TRAPPIST-1e,33.0,False,F,1620,P,2598.0
Earth,False,55 Cancri e,3.0,False,G,1253,P,0.0
Earth,True,55 Cancri e,19.0,False,G,1253,P,0.0
Earth,False,TRAPPIST-1e,37.0,False,G,1254,P,0.0
Earth,False,55 Cancri e,24.0,False,F,1621,P,689.0
Mars,False,TRAPPIST-1e,26.0,False,F,1495,S,1383.0
Earth,False,TRAPPIST-1e,27.0,False,F,1622,P,880.0
Earth,False,PSO J318.5-22,27.0,False,F,1496,S,605.0
Earth,True,TRAPPIST-1e,22.0,False,G,1257,P,0.0
Earth,False,55 Cancri e,24.0,False,G,1258,P,809.0
Earth,False,PSO J318.5-22,18.0,False,F,1624,P,1075.0
Earth,True,TRAPPIST-1e,28.0,False,G,1266,S,0.0
Earth,True,TRAPPIST-1e,4.0,False,G,1267,S,0.0
Earth,True,PSO J318.5-22,23.0,False,G,1268,S,0.0
Earth,True,PSO J318.5-22,2.0,False,G,1268,S,0.0
Mars,False,TRAPPIST-1e,19.0,False,D,228,S,1940.0
Europa,False,55 Cancri e,34.0,False,B,305,S,7003.0
Europa,False,TRAPPIST-1e,34.0,False,B,305,S,4338.0
Earth,False,TRAPPIST-1e,24.0,False,G,1269,S,1817.0
Earth,True,PSO J318.5-22,28.0,False,G,1270,S,0.0
Europa,True,55 Cancri e,44.0,False,B,306,S,0.0
Europa,True,TRAPPIST-1e,35.0,False,B,306,S,0.0
Earth,False,TRAPPIST-1e,20.0,False,G,1259,P,0.0
Earth,False,PSO J318.5-22,18.0,False,F,1500,S,661.0
Earth,False,PSO J318.5-22,43.0,False,G,1260,P,5281.0
Earth,False,PSO J318.5-22,48.0,False,F,1627,P,743.0
Mars,False,TRAPPIST-1e,46.0,False,E,513,S,1298.0
Europa,True,55 Cancri e,24.0,False,B,307,S,0.0
Earth,False,TRAPPIST-1e,34.0,False,G,1261,P,907.0
Mars,True,TRAPPIST-1e,46.0,False,F,1501,S,0.0
Earth,False,TRAPPIST-1e,22.0,False,G,1271,S,621.0
Mars,True,TRAPPIST-1e,42.0,False,E,514,S,0.0
Mars,True,TRAPPIST-1e,46.0,False,F,1629,P,0.0
Earth,False,TRAPPIST-1e,15.0,False,E,508,P,987.0
Mars,False,TRAPPIST-1e,31.0,False,E,515,S,1298.0
Mars,True,TRAPPIST-1e,9.0,False,F,1502,S,0.0
Earth,False,TRAPPIST-1e,21.0,False,G,1264,P,845.0
Earth,False,55 Cancri e,16.0,False,F,1630,P,874.0
Earth,False,TRAPPIST-1e,40.0,False,F,1630,P,828.0
Earth,False,TRAPPIST-1e,17.0,False,F,1505,S,2588.0
Earth,False,55 Cancri e,37.0,False,F,1506,S,2234.0
Europa,True,PSO J318.5-22,30.0,False,C,293,S,0.0
Europa,True,TRAPPIST-1e,32.0,False,C,293,S,0.0
Europa,True,55 Cancri e,41.0,False,C,293,S,0.0
Europa,False,55 Cancri e,43.0,False,C,255,P,22177.0
Earth,False,55 Cancri e,17.0,False,E,517,S,6278.0
Europa,True,TRAPPIST-1e,37.0,False,B,257,P,0.0
Earth,False,TRAPPIST-1e,38.0,False,G,1267,P,1714.0
Earth,False,TRAPPIST-1e,25.0,False,F,1633,P,868.0
Earth,False,TRAPPIST-1e,6.0,False,G,1267,P,0.0
Earth,True,TRAPPIST-1e,1.0,False,G,1267,P,0.0
Earth,False,PSO J318.5-22,7.0,False,G,1267,P,0.0
Earth,False,TRAPPIST-1e,19.0,False,F,1634,P,747.0
Europa,True,55 Cancri e,26.0,False,B,309,S,0.0
Earth,False,TRAPPIST-1e,49.0,False,G,1268,P,1757.0
Earth,False,TRAPPIST-1e,18.0,False,G,1269,P,705.0
Earth,False,TRAPPIST-1e,25.0,False,G,1270,P,722.0
Earth,True,TRAPPIST-1e,33.0,False,G,1271,P,0.0
Earth,False,TRAPPIST-1e,10.0,False,G,1271,P,0.0
Earth,True,TRAPPIST-1e,38.0,False,G,1272,P,0.0
Mars,False,TRAPPIST-1e,23.0,False,E,512,P,2077.0
Earth,True,TRAPPIST-1e,26.0,False,G,1273,P,0.0
Earth,False,TRAPPIST-1e,16.0,False,G,1274,P,846.0
Earth,False,TRAPPIST-1e,29.0,False,E,518,S,858.0
Europa,True,PSO J318.5-22,35.0,False,C,256,P,0.0
Earth,False,TRAPPIST-1e,58.0,False,F,1508,S,971.0
Earth,True,55 Cancri e,17.0,False,G,1273,S,0.0
Earth,True,55 Cancri e,2.0,False,G,1274,S,0.0
Mars,False,TRAPPIST-1e,18.0,False,F,1636,P,940.0
Earth,False,55 Cancri e,29.0,False,E,519,S,791.0
Earth,False,55 Cancri e,21.0,False,F,1509,S,700.0
Earth,True,TRAPPIST-1e,69.0,False,G,1275,S,0.0
Earth,False,TRAPPIST-1e,40.0,False,G,1275,S,809.0
Earth,True,TRAPPIST-1e,1.0,False,G,1275,S,0.0
Mars,True,TRAPPIST-1e,36.0,False,F,1512,S,0.0
Earth,True,PSO J318.5-22,17.0,False,G,1276,P,0.0
Earth,True,TRAPPIST-1e,49.0,False,G,1276,P,0.0
Earth,False,TRAPPIST-1e,23.0,False,G,1276,P,844.0
Earth,False,TRAPPIST-1e,39.0,False,F,1638,P,645.0
Earth,False,TRAPPIST-1e,26.0,False,G,1277,P,4451.0
Europa,False,TRAPPIST-1e,31.0,False,C,296,S,2574.0
Mars,True,TRAPPIST-1e,25.0,False,F,1513,S,0.0
Europa,True,55 Cancri e,25.0,False,B,310,S,0.0
Earth,True,TRAPPIST-1e,23.0,False,G,1278,P,0.0
Earth,False,TRAPPIST-1e,24.0,False,G,1278,P,530.0
Earth,False,TRAPPIST-1e,47.0,False,G,1278,P,723.0
Earth,True,TRAPPIST-1e,37.0,False,G,1279,P,0.0
Mars,True,TRAPPIST-1e,24.0,False,F,1640,P,0.0
Earth,False,TRAPPIST-1e,21.0,False,G,1281,P,907.0
Mars,True,TRAPPIST-1e,42.0,False,F,1515,S,0.0
Earth,False,TRAPPIST-1e,39.0,False,F,1517,S,3109.0
Earth,False,TRAPPIST-1e,28.0,False,F,1642,P,646.0
Europa,False,TRAPPIST-1e,31.0,False,B,311,S,3839.0
Earth,False,TRAPPIST-1e,41.0,False,F,1520,S,903.0
Earth,False,TRAPPIST-1e,21.0,False,F,1644,P,629.0
Europa,False,TRAPPIST-1e,36.0,False,D,229,S,12319.0
Europa,True,55 Cancri e,30.0,False,D,229,S,0.0
Earth,False,TRAPPIST-1e,27.0,False,G,1281,S,852.0
Earth,False,TRAPPIST-1e,40.0,False,F,1521,S,1033.0
Europa,False,TRAPPIST-1e,41.0,False,C,257,P,20012.0
Europa,True,55 Cancri e,16.0,False,B,258,P,0.0
Europa,False,PSO J318.5-22,36.0,True,B,258,P,6608.0
Europa,False,TRAPPIST-1e,15.0,False,D,230,S,8145.0
Europa,True,TRAPPIST-1e,39.0,False,D,230,S,0.0
Mars,True,TRAPPIST-1e,21.0,False,F,1522,S,0.0
Earth,False,PSO J318.5-22,24.0,False,F,1645,P,695.0
Mars,False,TRAPPIST-1e,28.0,False,F,1646,P,1869.0
Earth,False,55 Cancri e,22.0,False,E,516,P,719.0
Earth,True,TRAPPIST-1e,26.0,False,G,1287,P,0.0
Mars,False,TRAPPIST-1e,53.0,False,E,524,S,2098.0
Earth,False,55 Cancri e,29.0,False,G,1284,S,810.0
Earth,False,TRAPPIST-1e,21.0,False,G,1288,P,888.0
Earth,True,PSO J318.5-22,18.0,False,G,1285,S,0.0
Mars,True,TRAPPIST-1e,34.0,False,E,525,S,0.0
Earth,False,TRAPPIST-1e,14.0,False,G,1290,P,1725.0
Mars,False,TRAPPIST-1e,55.0,False,D,232,S,1265.0
Europa,False,55 Cancri e,18.0,False,C,258,P,4006.0
Europa,True,55 Cancri e,33.0,False,B,260,P,0.0
Europa,False,TRAPPIST-1e,27.0,False,C,259,P,5983.0
Earth,True,PSO J318.5-22,13.0,False,G,1289,S,0.0
Earth,False,TRAPPIST-1e,24.0,False,F,1652,P,722.0
Earth,False,TRAPPIST-1e,22.0,False,G,1293,P,814.0
Europa,True,TRAPPIST-1e,18.0,False,B,261,P,0.0
Mars,False,TRAPPIST-1e,4.0,False,F,1653,P,0.0
Mars,True,TRAPPIST-1e,24.0,False,F,1653,P,0.0
Mars,False,TRAPPIST-1e,23.0,False,F,1653,P,1271.0
Mars,False,TRAPPIST-1e,1.0,False,F,1653,P,0.0
Mars,False,TRAPPIST-1e,21.0,False,F,1655,P,1338.0
Mars,False,TRAPPIST-1e,40.0,False,D,248,P,3831.0
Europa,True,TRAPPIST-1e,49.0,False,B,313,S,0.0
Earth,True,PSO J318.5-22,25.0,False,G,1290,S,0.0
Earth,True,55 Cancri e,21.0,False,G,1294,P,0.0
Europa,True,TRAPPIST-1e,40.0,False,A,96,S,0.0
Europa,True,55 Cancri e,47.0,True,A,96,S,0.0
Earth,False,PSO J318.5-22,25.0,False,G,1295,P,541.0
Earth,False,TRAPPIST-1e,39.0,False,F,1657,P,1442.0
Europa,True,55 Cancri e,26.0,False,B,262,P,0.0
Earth,True,TRAPPIST-1e,14.0,False,G,1292,S,0.0
Mars,False,TRAPPIST-1e,7.0,False,F,1659,P,0.0
Mars,True,55 Cancri e,50.0,False,F,1527,S,0.0
Earth,False,55 Cancri e,22.0,False,F,1528,S,687.0
Earth,True,PSO J318.5-22,17.0,False,G,1293,S,0.0
Earth,False,TRAPPIST-1e,35.0,False,F,1528,S,716.0
Earth,False,TRAPPIST-1e,22.0,False,F,1529,S,1516.0
Earth,False,TRAPPIST-1e,26.0,False,G,1296,P,887.0
Earth,False,PSO J318.5-22,24.0,False,E,517,P,1584.0
Mars,True,TRAPPIST-1e,24.0,False,F,1531,S,0.0
Mars,False,TRAPPIST-1e,17.0,False,E,530,S,0.0
Mars,True,TRAPPIST-1e,28.0,False,F,1531,S,0.0
Earth,True,TRAPPIST-1e,38.0,False,G,1294,S,0.0
Europa,False,TRAPPIST-1e,36.0,False,B,315,S,7978.0
Europa,True,55 Cancri e,32.0,False,B,315,S,0.0
Earth,False,TRAPPIST-1e,15.0,False,E,531,S,986.0
Earth,False,TRAPPIST-1e,54.0,False,F,1532,S,1299.0
Mars,True,TRAPPIST-1e,18.0,False,F,1660,P,0.0
Earth,False,TRAPPIST-1e,22.0,False,F,1661,P,748.0
Earth,True,TRAPPIST-1e,23.0,False,G,1298,P,0.0
Europa,False,TRAPPIST-1e,14.0,False,D,249,P,6392.0
Europa,True,TRAPPIST-1e,26.0,False,D,249,P,0.0
Earth,False,TRAPPIST-1e,73.0,False,F,1533,S,829.0
Europa,False,TRAPPIST-1e,29.0,False,B,263,P,0.0
Mars,True,TRAPPIST-1e,29.0,False,F,1534,S,0.0
Earth,False,TRAPPIST-1e,12.0,False,G,1297,S,0.0
Earth,False,55 Cancri e,27.0,False,F,1535,S,601.0
Earth,False,TRAPPIST-1e,31.0,False,G,1298,S,839.0
Europa,True,55 Cancri e,35.0,False,D,250,P,0.0
Europa,True,TRAPPIST-1e,25.0,False,A,85,P,0.0
Mars,True,TRAPPIST-1e,18.0,False,E,532,S,0.0
Mars,True,TRAPPIST-1e,35.0,False,F,1536,S,0.0
Earth,False,TRAPPIST-1e,51.0,False,F,1537,S,1543.0
Earth,False,TRAPPIST-1e,35.0,False,F,1537,S,953.0
Earth,False,TRAPPIST-1e,14.0,False,F,1538,S,902.0
Europa,True,55 Cancri e,26.0,False,C,301,S,0.0
Europa,False,55 Cancri e,45.0,False,A,97,S,18266.0
Europa,False,TRAPPIST-1e,39.0,True,A,97,S,1972.0
Europa,True,55 Cancri e,37.0,False,A,97,S,0.0
Earth,True,PSO J318.5-22,22.0,False,G,1300,P,0.0
Earth,False,TRAPPIST-1e,22.0,False,G,1301,P,809.0
Earth,False,PSO J318.5-22,30.0,False,G,1300,S,452.0
Earth,True,PSO J318.5-22,0.0,False,G,1300,S,0.0
Earth,False,TRAPPIST-1e,9.0,False,G,1302,S,0.0
Earth,False,PSO J318.5-22,18.0,False,G,1302,S,336.0
Mars,False,TRAPPIST-1e,29.0,False,F,1663,P,1751.0
Earth,False,TRAPPIST-1e,27.0,False,E,533,S,905.0
Europa,False,TRAPPIST-1e,54.0,False,C,262,P,2447.0
Europa,False,TRAPPIST-1e,28.0,False,C,262,P,9714.0
Europa,True,TRAPPIST-1e,65.0,False,B,267,P,0.0
Europa,True,55 Cancri e,26.0,False,B,267,P,0.0
Earth,False,TRAPPIST-1e,29.0,False,F,1664,P,1994.0
Mars,False,TRAPPIST-1e,39.0,False,F,1541,S,2618.0
Mars,True,TRAPPIST-1e,37.0,False,F,1541,S,0.0
Mars,False,TRAPPIST-1e,0.0,False,E,534,S,0.0
Mars,True,TRAPPIST-1e,33.0,False,E,534,S,0.0
Mars,True,TRAPPIST-1e,23.0,False,F,1544,S,0.0
Earth,False,TRAPPIST-1e,20.0,False,F,1545,S,776.0
Europa,True,55 Cancri e,60.0,False,D,234,S,0.0
Earth,False,TRAPPIST-1e,53.0,False,F,1546,S,716.0
Europa,True,TRAPPIST-1e,26.0,False,D,236,S,0.0
Europa,False,55 Cancri e,35.0,False,D,236,S,8853.0
Earth,False,55 Cancri e,19.0,False,F,1547,S,639.0
Europa,False,55 Cancri e,29.0,False,C,263,P,8093.0
Earth,False,TRAPPIST-1e,20.0,False,G,1304,P,843.0
Earth,False,PSO J318.5-22,21.0,False,F,1548,S,615.0
Europa,False,55 Cancri e,39.0,False,D,251,P,16693.0
Earth,True,TRAPPIST-1e,12.0,False,G,1305,P,0.0
Earth,False,55 Cancri e,20.0,False,F,1668,P,1842.0
Earth,False,TRAPPIST-1e,18.0,False,F,1669,P,736.0
Europa,False,TRAPPIST-1e,62.0,False,B,268,P,3945.0
Mars,False,TRAPPIST-1e,23.0,False,E,521,P,2348.0
Earth,False,TRAPPIST-1e,19.0,False,F,1671,P,1797.0
Earth,False,TRAPPIST-1e,29.0,False,F,1672,P,804.0
Europa,False,TRAPPIST-1e,31.0,False,D,238,S,7267.0
Europa,False,TRAPPIST-1e,41.0,False,D,238,S,4166.0
Europa,False,TRAPPIST-1e,60.0,False,C,265,P,9116.0
Europa,False,TRAPPIST-1e,69.0,True,B,269,P,9492.0
Europa,False,55 Cancri e,44.0,False,B,269,P,2954.0
Europa,False,55 Cancri e,26.0,False,B,269,P,11987.0
Earth,False,TRAPPIST-1e,30.0,False,F,1674,P,2887.0
Mars,False,TRAPPIST-1e,34.0,False,F,1675,P,695.0
Earth,False,PSO J318.5-22,18.0,False,F,1677,P,669.0
Earth,True,55 Cancri e,49.0,False,G,1306,S,0.0
Earth,False,PSO J318.5-22,71.0,False,F,1678,P,703.0
Earth,False,PSO J318.5-22,19.0,False,F,1552,S,756.0
Earth,False,PSO J318.5-22,23.0,False,F,1553,S,689.0
Europa,True,TRAPPIST-1e,31.0,False,B,318,S,0.0
Europa,True,TRAPPIST-1e,40.0,False,B,318,S,0.0
Mars,False,55 Cancri e,28.0,False,D,252,P,1187.0
Europa,True,TRAPPIST-1e,17.0,False,B,319,S,0.0
Europa,False,TRAPPIST-1e,24.0,False,B,319,S,5880.0
Earth,True,TRAPPIST-1e,21.0,False,G,1310,P,0.0
Earth,True,55 Cancri e,2.0,False,F,1555,S,0.0
Europa,False,55 Cancri e,36.0,False,D,253,P,5938.0
Europa,False,TRAPPIST-1e,37.0,False,C,302,S,1398.0
Europa,False,TRAPPIST-1e,26.0,False,C,302,S,7373.0
Earth,True,TRAPPIST-1e,45.0,False,G,1312,P,0.0
Earth,False,TRAPPIST-1e,44.0,False,F,1681,P,903.0
Mars,True,TRAPPIST-1e,24.0,False,F,1682,P,0.0
Earth,False,TRAPPIST-1e,4.0,False,G,1313,P,0.0
Earth,False,TRAPPIST-1e,24.0,False,F,1683,P,2290.0
Earth,False,55 Cancri e,27.0,False,F,1683,P,804.0
Earth,False,TRAPPIST-1e,39.0,False,E,522,P,1670.0
Earth,True,TRAPPIST-1e,23.0,False,G,1308,S,0.0
Earth,False,55 Cancri e,4.0,False,G,1308,S,0.0
Earth,True,TRAPPIST-1e,0.0,False,G,1308,S,0.0
Mars,True,TRAPPIST-1e,22.0,False,F,1557,S,0.0
Mars,False,TRAPPIST-1e,27.0,False,D,254,P,1718.0
Europa,True,TRAPPIST-1e,22.0,False,C,267,P,0.0
Europa,True,55 Cancri e,26.0,False,C,268,P,0.0
Europa,False,TRAPPIST-1e,60.0,False,C,268,P,10800.0
Earth,False,TRAPPIST-1e,18.0,False,G,1314,P,908.0
Earth,True,55 Cancri e,20.0,False,G,1315,P,0.0
Earth,False,TRAPPIST-1e,25.0,False,E,523,P,791.0
Earth,True,PSO J318.5-22,24.0,False,G,1309,S,0.0
Earth,True,TRAPPIST-1e,38.0,False,G,1310,S,0.0
Earth,False,TRAPPIST-1e,18.0,False,F,1558,S,734.0
Europa,True,55 Cancri e,45.0,False,B,270,P,0.0
Europa,False,TRAPPIST-1e,13.0,False,B,270,P,9063.0
Europa,False,TRAPPIST-1e,28.0,False,B,270,P,3524.0
Europa,False,TRAPPIST-1e,5.0,False,B,270,P,0.0
Earth,False,TRAPPIST-1e,20.0,False,G,1317,P,3762.0
Earth,False,TRAPPIST-1e,42.0,False,G,1317,P,906.0
Earth,False,55 Cancri e,0.0,False,G,1317,P,0.0
Earth,False,TRAPPIST-1e,18.0,False,G,1318,P,809.0
Earth,True,PSO J318.5-22,26.0,False,G,1319,P,0.0
Mars,True,PSO J318.5-22,49.0,False,E,539,S,0.0
Mars,False,TRAPPIST-1e,19.0,False,E,539,S,1287.0
Earth,True,TRAPPIST-1e,19.0,False,G,1312,S,0.0
Earth,True,TRAPPIST-1e,15.0,False,G,1320,P,0.0
Earth,False,PSO J318.5-22,53.0,False,G,1321,P,521.0
Earth,False,TRAPPIST-1e,0.0,False,G,1313,S,0.0
Earth,False,55 Cancri e,39.0,False,F,1560,S,2154.0
Earth,False,TRAPPIST-1e,45.0,False,G,1313,S,4688.0
Earth,True,TRAPPIST-1e,10.0,False,G,1313,S,0.0
Earth,False,55 Cancri e,1.0,False,G,1313,S,0.0
Earth,False,TRAPPIST-1e,9.0,False,G,1313,S,0.0
Mars,False,TRAPPIST-1e,40.0,False,F,1686,P,1309.0
Earth,False,TRAPPIST-1e,18.0,False,F,1688,P,1235.0
Europa,False,TRAPPIST-1e,47.0,False,E,524,P,2293.0
Earth,False,TRAPPIST-1e,31.0,False,G,1314,S,1818.0
Earth,True,PSO J318.5-22,23.0,False,G,1315,S,0.0
Earth,False,TRAPPIST-1e,32.0,False,F,1561,S,1384.0
Earth,False,TRAPPIST-1e,21.0,False,F,1561,S,646.0
Earth,False,TRAPPIST-1e,22.0,False,G,1316,S,753.0
Earth,True,PSO J318.5-22,28.0,False,G,1316,S,0.0
Earth,True,TRAPPIST-1e,38.0,False,G,1316,S,0.0
Earth,False,TRAPPIST-1e,46.0,False,F,1690,P,748.0
Europa,False,TRAPPIST-1e,44.0,False,C,304,S,4296.0
Europa,True,TRAPPIST-1e,38.0,False,C,305,S,0.0
Europa,False,55 Cancri e,28.0,False,A,98,S,11465.0
Earth,True,TRAPPIST-1e,18.0,False,G,1318,S,0.0
Earth,False,PSO J318.5-22,18.0,False,F,1564,S,756.0
Earth,False,55 Cancri e,4.0,False,G,1319,S,0.0
Earth,True,PSO J318.5-22,0.0,False,G,1319,S,0.0
Earth,True,PSO J318.5-22,23.0,False,G,1319,S,0.0
Europa,False,TRAPPIST-1e,35.0,False,C,271,P,3225.0
Europa,True,55 Cancri e,43.0,False,B,320,S,0.0
Earth,False,PSO J318.5-22,18.0,False,G,1320,S,774.0
Earth,False,TRAPPIST-1e,18.0,False,F,1566,S,1444.0
Earth,False,TRAPPIST-1e,18.0,False,F,1567,S,692.0
Earth,False,55 Cancri e,49.0,False,F,1693,P,716.0
Earth,False,TRAPPIST-1e,19.0,False,G,1329,P,0.0
Earth,True,PSO J318.5-22,22.0,False,G,1330,P,0.0
Europa,False,TRAPPIST-1e,0.0,False,C,306,S,0.0
Europa,False,TRAPPIST-1e,39.0,False,C,306,S,4560.0
Europa,False,55 Cancri e,36.0,False,C,306,S,16338.0
Europa,True,TRAPPIST-1e,53.0,False,C,306,S,0.0
Europa,True,TRAPPIST-1e,24.0,False,C,307,S,0.0
Europa,False,TRAPPIST-1e,25.0,False,E,541,S,3453.0
Europa,False,TRAPPIST-1e,30.0,False,E,541,S,3575.0
Mars,True,TRAPPIST-1e,40.0,False,F,1695,P,0.0
Earth,True,PSO J318.5-22,18.0,False,G,1322,S,0.0
Earth,False,TRAPPIST-1e,57.0,False,G,1332,P,888.0
Mars,False,TRAPPIST-1e,47.0,False,D,241,S,1782.0
Earth,False,PSO J318.5-22,29.0,False,F,1569,S,559.0
Earth,False,TRAPPIST-1e,32.0,False,G,1333,P,884.0
Europa,True,TRAPPIST-1e,30.0,False,D,242,S,0.0
Earth,False,TRAPPIST-1e,18.0,False,G,1334,P,704.0
Earth,False,TRAPPIST-1e,49.0,False,F,1570,S,800.0
Europa,True,TRAPPIST-1e,33.0,False,B,272,P,0.0
Europa,False,TRAPPIST-1e,29.0,False,A,99,S,5326.0
Mars,True,TRAPPIST-1e,34.0,False,F,1696,P,0.0
Mars,False,TRAPPIST-1e,43.0,False,D,257,P,2384.0
Mars,False,TRAPPIST-1e,18.0,False,F,1697,P,1288.0
Earth,True,TRAPPIST-1e,31.0,False,G,1325,S,0.0
Mars,True,TRAPPIST-1e,3.0,False,F,1572,S,0.0
Mars,True,TRAPPIST-1e,37.0,False,F,1572,S,0.0
Mars,True,TRAPPIST-1e,1.0,False,F,1572,S,0.0
Earth,False,TRAPPIST-1e,27.0,False,E,527,P,1681.0
Earth,True,TRAPPIST-1e,15.0,False,G,1336,P,0.0
Earth,False,TRAPPIST-1e,33.0,False,G,1327,S,1020.0
Earth,False,TRAPPIST-1e,65.0,False,G,1327,S,908.0
Earth,False,TRAPPIST-1e,19.0,False,F,1574,S,1234.0
Earth,False,TRAPPIST-1e,30.0,False,F,1575,S,797.0
Earth,False,TRAPPIST-1e,37.0,False,F,1575,S,899.0
Earth,False,TRAPPIST-1e,15.0,False,F,1576,S,1441.0
Earth,False,TRAPPIST-1e,19.0,False,F,1577,S,778.0
Earth,False,TRAPPIST-1e,20.0,False,F,1578,S,794.0
Earth,True,55 Cancri e,19.0,False,G,1328,S,0.0
Earth,False,55 Cancri e,21.0,False,F,1579,S,694.0
Earth,False,TRAPPIST-1e,20.0,False,G,1330,S,888.0
Earth,False,TRAPPIST-1e,18.0,False,G,1331,S,908.0
Earth,False,TRAPPIST-1e,27.0,False,G,1337,P,1016.0
Earth,True,TRAPPIST-1e,25.0,False,G,1339,P,0.0
Earth,False,PSO J318.5-22,72.0,False,G,1339,P,772.0
Earth,True,TRAPPIST-1e,7.0,False,G,1341,P,0.0
Earth,False,TRAPPIST-1e,28.0,False,G,1333,S,888.0
Mars,False,TRAPPIST-1e,41.0,False,E,529,P,1049.0
Earth,False,55 Cancri e,8.0,False,G,1334,S,0.0
Earth,True,55 Cancri e,4.0,False,G,1334,S,0.0
Earth,True,PSO J318.5-22,38.0,False,G,1343,P,0.0
Mars,False,TRAPPIST-1e,21.0,False,F,1584,S,1040.0
Earth,True,TRAPPIST-1e,18.0,False,G,1344,P,0.0
Earth,True,TRAPPIST-1e,10.0,False,G,1345,P,0.0
Mars,False,TRAPPIST-1e,29.0,False,E,530,P,1298.0
Mars,True,TRAPPIST-1e,25.0,False,F,1701,P,0.0
Europa,True,TRAPPIST-1e,40.0,False,B,321,S,0.0
Europa,False,TRAPPIST-1e,19.0,False,B,321,S,3267.0
Mars,False,TRAPPIST-1e,38.0,False,F,1702,P,2013.0
Earth,False,TRAPPIST-1e,19.0,False,F,1586,S,2786.0
Mars,False,TRAPPIST-1e,0.0,False,F,1587,S,0.0
